**********************************
0	0	1	
0	0	2	
0	0	3	
0	1	1	
0	0	6	
0	1	6	
1	1	7	
7	2	25	
1	1	61	
7	3	114	
1	1	137	
5	2	156	
8	9	216	
6	11	278	
16	10	477	
23	4	539	
59	14	503	
103	37	540	
148	53	444	
244	82	416	
442	145	330	
670	206	275	
537	425	243	
640	576	151	
548	645	118	
350	535	83	
282	539	71	
259	446	61	
202	402	56	
161	309	49	
132	205	15	
128	147	16	
132	136	20	
86	97	16	
79	95	6	
44	80	3	
42	61	6	
24	46	5	
16	23	3	
17	39	5	
12	31	5	
5	10	5	
3	2	7	
5	5	2	
8	3	2	
7	8	2	
5	3	3	
1	7	0	
4	7	4	
6	3	3	
2	4	4	
4	4	2	
3	4	2	
3	7	4	
5	1	1	
3	1	3	
0	2	3	
2	2	2	
3	2	4	
2	2	2	
3	4	1	
2	2	4	
1	4	2	
3	4	1	
6	3	1	
2	1	1	
5	2	4	
3	3	5	
3	3	3	
3	2	3	
3	5	6	
8	4	1	
3	4	3	
0	2	6	
6	4	8	
5	2	8	
3	3	12	
3	4	9	
7	0	10	
7	8	7	
2	2	26	
4	6	12	
3	2	8	
7	6	10	
9	3	10	
12	8	14	
13	4	12	
12	10	17	
12	8	25	
16	13	20	
19	15	27	
12	13	28	
15	14	21	
18	18	18	
13	13	20	
16	11	19	
8	18	20	
12	17	20	
16	11	14	
6	14	21	
14	11	14	
12	9	25	
13	16	16	
7	9	27	
9	12	20	
15	16	28	
10	14	24	
13	14	22	
17	12	17	
13	18	17	
13	11	23	
9	19	19	
11	13	24	
17	29	27	
18	19	18	
17	19	17	
20	19	22	
15	25	20	
18	22	17	
16	21	12	
31	24	17	
23	23	22	
29	20	22	
32	18	21	
25	15	18	
30	19	20	
20	22	19	
22	21	18	
27	20	29	
29	22	33	
37	17	28	
21	13	26	
29	22	30	
34	25	40	
26	22	46	
28	40	46	
34	26	45	
24	15	78	
33	26	87	
23	36	80	
39	31	95	
42	32	95	
41	27	105	
49	34	97	
70	44	91	
75	45	94	
91	54	98	
87	61	100	
113	55	100	
161	87	94	
201	88	77	
147	95	83	
125	109	79	
113	122	80	
121	155	84	
107	167	86	
116	167	119	
96	157	99	
86	154	145	
89	147	106	
91	140	99	
78	148	96	
91	137	78	
89	127	88	
77	127	78	
81	126	69	
77	131	60	
66	127	73	
72	97	67	
68	102	55	
58	97	69	
56	87	68	
60	82	60	
57	85	50	
60	61	67	
52	69	57	
72	47	52	
87	48	41	
77	54	58	
78	48	50	
113	35	41	
102	56	28	
108	50	43	
99	49	36	
106	38	45	
91	40	40	
93	58	43	
106	53	57	
125	55	49	
133	61	45	
106	70	43	
138	86	61	
144	109	58	
147	111	75	
181	98	69	
206	102	104	
208	104	111	
215	107	95	
163	126	98	
118	164	95	
113	181	111	
85	165	121	
69	182	117	
53	119	157	
63	95	200	
74	92	273	
82	84	359	
107	81	407	
155	83	504	
181	101	542	
179	160	619	
208	218	519	
235	226	548	
240	263	601	
292	350	504	
365	435	479	
394	428	480	
290	411	383	
348	470	278	
373	503	186	
377	488	193	
460	555	141	
498	597	127	
533	502	138	
457	330	137	
300	192	203	
197	200	152	
147	172	76	
129	146	54	
162	141	63	
171	164	58	
104	177	43	
75	93	41	
83	51	54	
64	45	50	
69	76	45	
86	72	81	
93	82	63	
90	108	85	
101	84	95	
109	59	119	
127	79	172	
119	84	196	
156	110	237	
169	135	323	
142	125	491	
107	122	262	
169	123	481	
198	125	343	
261	160	675	
312	190	472	
359	280	343	
427	377	898	
814	445	109	
1791	1352	266	
171	1717	2	
