**********************************
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	1	
0	0	2	
0	0	0	
0	0	1	
1	1	0	
3	0	0	
1	1	5	
0	0	16	
2	2	42	
3	1	76	
3	1	67	
2	0	65	
5	1	54	
3	3	43	
6	4	35	
9	3	35	
10	9	54	
14	4	56	
20	8	105	
70	10	126	
75	20	213	
66	59	245	
58	99	284	
45	87	289	
35	55	283	
49	35	356	
46	35	387	
70	41	362	
64	48	428	
107	54	339	
133	66	287	
172	108	263	
282	109	250	
289	144	206	
248	154	195	
196	253	165	
132	285	142	
104	272	97	
95	205	83	
113	130	52	
120	124	44	
98	86	41	
100	119	38	
93	113	38	
90	99	36	
92	98	21	
60	101	25	
52	95	27	
54	73	21	
41	64	23	
34	113	22	
39	119	23	
38	169	19	
23	189	19	
28	171	17	
13	179	15	
14	174	25	
15	189	36	
25	160	69	
26	148	78	
17	144	88	
15	135	131	
11	144	148	
10	151	185	
17	91	132	
19	80	151	
19	71	102	
14	64	111	
19	62	111	
21	44	73	
28	50	61	
53	42	61	
48	37	50	
45	59	53	
47	36	42	
57	42	35	
80	37	51	
105	37	37	
142	49	36	
142	34	44	
152	36	38	
163	35	30	
154	44	38	
159	39	27	
172	36	30	
141	33	26	
120	48	25	
125	51	22	
114	58	17	
94	68	19	
76	62	20	
70	58	25	
60	57	15	
63	46	26	
55	45	15	
64	41	20	
72	41	22	
63	30	15	
64	24	28	
69	17	26	
75	17	24	
76	22	10	
72	12	19	
76	17	24	
81	18	33	
60	24	28	
75	21	25	
69	22	35	
70	30	31	
115	48	28	
109	46	32	
98	77	35	
82	99	30	
70	118	28	
43	151	43	
44	145	44	
49	181	39	
48	183	44	
61	135	35	
49	147	40	
40	121	38	
34	130	29	
47	107	37	
49	94	36	
40	79	36	
43	62	46	
39	51	54	
43	52	42	
39	57	42	
44	43	49	
53	45	54	
41	52	65	
61	59	79	
51	57	110	
85	59	153	
102	66	151	
116	96	122	
114	91	136	
153	113	99	
163	139	86	
123	144	91	
124	119	105	
127	102	92	
140	115	95	
156	105	74	
138	143	45	
131	109	44	
155	79	54	
156	66	39	
151	58	47	
168	50	41	
194	34	39	
193	36	29	
185	37	31	
172	39	26	
166	44	21	
150	42	17	
99	39	26	
80	33	20	
63	52	31	
51	47	19	
58	46	27	
44	53	35	
46	64	36	
41	76	43	
43	88	43	
57	85	37	
54	86	44	
43	87	44	
51	76	64	
65	79	56	
49	74	50	
52	69	70	
61	54	79	
52	59	70	
58	44	78	
54	48	113	
50	63	95	
38	58	107	
58	73	114	
48	51	65	
42	59	64	
44	50	85	
50	61	87	
51	49	52	
43	44	67	
38	44	55	
35	52	60	
38	41	70	
33	47	59	
37	43	55	
42	54	51	
46	41	47	
36	40	31	
47	34	44	
39	35	33	
58	36	39	
51	52	37	
64	42	37	
61	46	47	
51	48	45	
63	55	58	
51	58	56	
70	56	43	
57	48	41	
55	80	50	
63	52	68	
44	66	81	
57	43	79	
44	59	62	
46	67	78	
33	53	76	
36	46	90	
45	30	122	
78	27	116	
107	37	118	
125	28	109	
117	49	127	
118	48	143	
144	82	70	
196	107	57	
356	129	39	
597	119	38	
625	137	54	
420	163	62	
303	224	85	
349	384	132	
451	589	201	
310	655	326	
276	399	590	
338	290	769	
341	467	827	
363	505	629	
325	446	572	
266	649	549	
191	506	509	
91	285	259	
30	193	102	
26	87	29	
10	31	25	
11	18	15	
16	19	11	
2	11	5	
1	13	6	
4	6	5	
4	5	6	
6	7	3	
3	5	1	
0	5	1	
0	2	0	
1	1	1	
