-0.0180743	-0.0422091	0.031168	-0.86907	0.473124	0.14447	0.0979321
-0.0187771	-0.042779	0.0315944	-0.864024	0.484051	0.138411	0.0991714
-0.0207523	-0.0443721	0.0316077	-0.86508	0.484174	0.131197	0.0995889
-0.018795	-0.0425074	0.0318822	-0.8645	0.484002	0.135582	0.0970435
-0.0154662	-0.0405899	0.0316598	-0.874954	0.463523	0.14001	0.0942196
-0.0177743	-0.0411577	0.0311036	-0.868858	0.476016	0.135996	0.0952733
-0.0209105	-0.0435496	0.0315321	-0.868443	0.474794	0.142749	0.0965914
-0.0212961	-0.0439906	0.030284	-0.871716	0.465909	0.15179	0.0965663
-0.0251935	-0.045696	0.0296518	-0.869814	0.474135	0.136452	0.0981595
-0.0267721	-0.0462733	0.0321172	-0.854932	0.498667	0.142909	0.0999872
-0.0294774	-0.0481734	0.0316099	-0.855736	0.498745	0.137728	0.101054
-0.0241072	-0.0452097	0.0311483	-0.864173	0.480847	0.148299	0.0980135
-0.0183175	-0.0154313	0.052781	-0.849042	0.498626	0.174639	0.0931863
-0.0192985	-0.0197494	0.0494624	-0.858013	0.481074	0.179948	0.0944837
-0.020126	-0.0230514	0.0466705	-0.868076	0.460758	0.184786	0.093857
-0.0209596	-0.0263047	0.0455939	-0.871499	0.457787	0.175841	0.0948121
-0.0206678	-0.028339	0.0442361	-0.87202	0.460019	0.167223	0.095272
-0.0218727	-0.0302266	0.0406958	-0.865352	0.472958	0.165759	0.0959296
-0.0197758	-0.0295924	0.0390559	-0.867496	0.468112	0.168288	0.0944008
-0.0220853	-0.0324905	0.0376112	-0.867282	0.469761	0.164762	0.0960776
-0.0195485	-0.0324125	0.0357574	-0.874563	0.459287	0.155544	0.0937037
-0.0188379	-0.0339841	0.0335684	-0.888152	0.430785	0.160033	0.0942235
-0.0175629	-0.0354032	0.0326551	-0.894887	0.423261	0.141517	0.0934078
-0.0194418	-0.0379463	0.0313086	-0.895971	0.418311	0.149171	0.0940231
-0.0208418	-0.04122	0.0316493	-0.888354	0.439331	0.133478	0.0969618
-0.0190714	-0.0419813	0.0313301	-0.890361	0.426021	0.160509	0.0971144
-0.0198015	-0.042059	0.0300081	-0.894438	0.419148	0.155872	0.0969494
-0.021037	-0.0419677	0.0300186	-0.891185	0.428335	0.149392	0.0965474
-0.0195815	-0.0430382	0.02913	-0.894752	0.424959	0.13722	0.0979246
-0.0214439	-0.044098	0.0291421	-0.891603	0.430534	0.140298	0.0991869
-0.0209027	-0.0445319	0.0278618	-0.899929	0.402986	0.166522	0.0982895
-0.020919	-0.0196915	0.0498673	-0.860218	0.453856	0.232464	0.0969952
-0.0176069	-0.0195586	0.0457962	-0.869337	0.427302	0.248328	0.0949765
-0.0147616	-0.0205925	0.0436885	-0.878626	0.424278	0.219097	0.0942404
-0.0193026	-0.0244515	0.0424101	-0.862174	0.457744	0.217085	0.0976213
-0.0201983	-0.026908	0.0408847	-0.864755	0.45326	0.216225	0.0974657
-0.0198632	-0.0285006	0.0387808	-0.87431	0.434072	0.217171	0.0961492
-0.0189546	-0.0298389	0.0376805	-0.878641	0.430387	0.206777	0.0969433
-0.0182675	-0.0346649	0.0253887	-0.843583	0.382473	0.376938	0.0895574
-0.0170077	-0.0369316	0.0263413	-0.872673	0.325948	0.363593	0.0840511
-0.0230742	-0.0424515	0.0264079	-0.87519	0.370417	0.311181	0.0879365
-0.0325156	-0.0495391	0.0287488	-0.850636	0.446572	0.277473	0.0992213
-0.0231992	-0.0467979	0.0293155	-0.867369	0.431231	0.248417	0.094549
