-0.0157261	-0.0427237	0.0293641	-0.525425	0.508093	0.682473	0.0628785
-0.021249	-0.0570614	0.0406702	-0.539197	0.562028	0.627208	0.0760898
-0.0304642	-0.066209	0.0464621	-0.558251	0.572264	0.600724	0.0875202
-0.0314901	-0.0706281	0.0486943	-0.570222	0.557006	0.603814	0.0898447
-0.0349062	-0.0724953	0.0511409	-0.5566	0.556398	0.616941	0.0904274
-0.0326426	-0.0726221	0.0522812	-0.5523	0.549591	0.626829	0.0872919
-0.0341205	-0.0748885	0.0528771	-0.562088	0.55251	0.615459	0.0888654
-0.0331761	-0.0763721	0.0531639	-0.577821	0.541477	0.610677	0.0882313
-0.0351922	-0.0772633	0.0536006	-0.570841	0.552261	0.607575	0.0900534
-0.0363223	-0.0789497	0.0532513	-0.581421	0.559609	0.590582	0.0915114
-0.0363411	-0.0787057	0.0532195	-0.57098	0.565583	0.595061	0.0914812
-0.0370103	-0.0789469	0.0528981	-0.5724	0.552857	0.605564	0.0916801
-0.0367013	-0.0788854	0.0528931	-0.562885	0.557221	0.610463	0.0919406
-0.0385191	-0.0794707	0.053567	-0.562395	0.56885	0.600102	0.0930793
-0.0386273	-0.0795244	0.0536325	-0.558911	0.571047	0.601268	0.0932938
-0.0387867	-0.0801756	0.053975	-0.562334	0.574478	0.594774	0.0935117
-0.0396338	-0.0806329	0.0544033	-0.563455	0.578199	0.590089	0.0937189
-0.0390781	-0.0805676	0.054987	-0.560262	0.58089	0.590485	0.0934441
-0.0382951	-0.0806976	0.0548886	-0.561379	0.575662	0.594531	0.0934306
-0.0387507	-0.0807199	0.0549788	-0.560923	0.582877	0.587894	0.093375
-0.0386903	-0.0810779	0.0553422	-0.563314	0.587565	0.580899	0.0939314
-0.038645	-0.081398	0.0552075	-0.566449	0.57872	0.586702	0.0940688
-0.0388713	-0.0817887	0.0553827	-0.567297	0.576216	0.588344	0.0944023
-0.038866	-0.0817687	0.0551997	-0.56436	0.577332	0.590072	0.0943742
-0.0391585	-0.0817859	0.0551346	-0.56359	0.579759	0.588427	0.0944287
-0.0395256	-0.0818699	0.0550544	-0.56064	0.58441	0.586641	0.094891
-0.0388577	-0.0815276	0.0551705	-0.562229	0.583591	0.585935	0.0936298
-0.0391231	-0.0816917	0.0551285	-0.562994	0.588024	0.580746	0.0938681
-0.0391601	-0.0819887	0.055652	-0.565972	0.588435	0.577426	0.0943638
-0.0395781	-0.0818472	0.0559086	-0.562953	0.590807	0.577955	0.0942367
-0.0396225	-0.0817747	0.0561302	-0.56087	0.593233	0.577494	0.0941799
-0.0400072	-0.0817141	0.0561229	-0.556561	0.58892	0.586014	0.0945112
-0.0398041	-0.081756	0.0562116	-0.556718	0.588152	0.586637	0.0944959
-0.0399299	-0.0821658	0.0564163	-0.559753	0.585219	0.586681	0.0946828
-0.0400511	-0.0821168	0.0564568	-0.557818	0.581902	0.591801	0.0948515
-0.039898	-0.0821398	0.0564916	-0.555572	0.579025	0.596716	0.0947757
-0.0207274	-0.0629724	0.0554101	-0.555269	0.579323	0.596708	0.0929983
-0.0212319	-0.0634787	0.0555818	-0.555065	0.580915	0.595349	0.0932426
-0.0215252	-0.0638977	0.0557611	-0.552075	0.582701	0.596383	0.0932782
-0.0217456	-0.0641199	0.0560375	-0.550712	0.587346	0.593078	0.0930105
-0.0224777	-0.0645221	0.056137	-0.548689	0.585144	0.597115	0.0931621
-0.0234546	-0.0654071	0.0563939	-0.54832	0.588721	0.59393	0.0931744
-0.0239265	-0.0659706	0.0564038	-0.550222	0.587695	0.593186	0.0933352
-0.0245714	-0.0667543	0.0561535	-0.554518	0.58915	0.587718	0.0937958
-0.0247611	-0.0670927	0.0561649	-0.553147	0.588631	0.589527	0.0939384
-0.0253093	-0.0672916	0.0563294	-0.551064	0.591147	0.588959	0.0937968
-0.0259865	-0.0676498	0.0564186	-0.54887	0.591085	0.591067	0.0941334
-0.0262478	-0.068072	0.0565485	-0.55224	0.588174	0.590832	0.0940229
-0.0263513	-0.0682165	0.05666	-0.550078	0.590091	0.590938	0.09382
-0.0262691	-0.0684476	0.0566517	-0.551573	0.589251	0.590382	0.0934122
-0.0270905	-0.0689334	0.0566286	-0.550497	0.589095	0.59154	0.093665
-0.0277866	-0.0691891	0.0566125	-0.549205	0.588776	0.593057	0.0939121
-0.0276594	-0.0694631	0.0565788	-0.550762	0.587512	0.592867	0.0936664
-0.0279275	-0.0697497	0.0566423	-0.550576	0.587574	0.592978	0.0937749
-0.0280057	-0.0703228	0.0566147	-0.553619	0.588391	0.589323	0.0937631
-0.0282746	-0.0705478	0.0566342	-0.554568	0.590353	0.586462	0.0937833
-0.0286659	-0.0707661	0.0566056	-0.553986	0.589074	0.588296	0.093994
-0.0289276	-0.0710057	0.0566678	-0.553892	0.590425	0.587028	0.0940651
-0.0292312	-0.0712737	0.0567472	-0.554056	0.589206	0.588097	0.0941872
-0.0294032	-0.0716884	0.0568047	-0.556198	0.589949	0.585324	0.0942614
-0.0297878	-0.0718239	0.056807	-0.555625	0.589347	0.586472	0.0943871
-0.0296925	-0.0718683	0.056885	-0.555412	0.588901	0.587122	0.0939916
-0.0302147	-0.0726975	0.0569089	-0.557961	0.585926	0.587682	0.0942859
-0.0308306	-0.0728668	0.0569454	-0.556733	0.587388	0.587387	0.0945226
-0.0307458	-0.0732892	0.0570536	-0.557813	0.586151	0.587599	0.09448
-0.0307643	-0.073414	0.0570853	-0.557495	0.586288	0.587763	0.0944928
-0.0312102	-0.0736463	0.0570073	-0.557648	0.586969	0.586937	0.094739
-0.0314993	-0.0740416	0.0570129	-0.55966	0.587474	0.584513	0.0949638
-0.0317122	-0.0740923	0.057009	-0.558539	0.587936	0.58512	0.0947932
-0.0317711	-0.0741933	0.0571084	-0.557416	0.587552	0.586574	0.0947655
-0.03185	-0.074401	0.0571985	-0.56004	0.588266	0.583351	0.0947194
-0.0321147	-0.0744738	0.0571781	-0.558087	0.589986	0.583486	0.0948291
-0.0321749	-0.0746025	0.0572113	-0.558381	0.589143	0.584056	0.0947078
-0.0322013	-0.0749356	0.0572131	-0.561204	0.589057	0.581431	0.0947913
-0.0321944	-0.0752195	0.0572429	-0.562212	0.588399	0.581124	0.0949663
-0.0324206	-0.0753811	0.0572468	-0.563206	0.588425	0.580134	0.0949903
-0.0322784	-0.0755746	0.0572187	-0.565153	0.587628	0.579047	0.0950074
-0.0323611	-0.0756298	0.0573162	-0.565218	0.588944	0.577645	0.09513
-0.0325684	-0.0757059	0.0573413	-0.564476	0.590505	0.576777	0.0951507
-0.0328298	-0.0758312	0.0573281	-0.563843	0.591417	0.576461	0.095316
-0.0330396	-0.0759315	0.057286	-0.564041	0.590324	0.577387	0.0953646
-0.0328511	-0.0761406	0.057463	-0.566188	0.589886	0.57573	0.095418
-0.033024	-0.0762337	0.0575493	-0.565756	0.590576	0.575447	0.0956841
-0.0332091	-0.0762684	0.0576328	-0.565158	0.592059	0.57451	0.0958465
-0.033226	-0.0763519	0.0576478	-0.56556	0.592162	0.574008	0.0958059
