**********************************
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	3	
0	0	9	
0	0	7	
0	0	12	
0	0	22	
0	0	23	
0	0	26	
0	0	40	
0	0	40	
0	0	43	
0	0	54	
0	0	66	
0	0	67	
0	0	102	
0	0	142	
0	0	190	
0	0	232	
0	0	289	
0	0	327	
0	0	306	
0	0	359	
0	0	372	
0	0	343	
0	0	374	
0	0	373	
0	0	371	
0	0	385	
0	2	407	
0	0	449	
0	0	402	
0	0	425	
1	0	425	
0	0	370	
0	1	338	
1	2	263	
0	0	247	
0	1	204	
0	2	186	
1	2	176	
3	5	161	
0	7	155	
2	15	144	
1	26	128	
1	31	126	
0	49	136	
1	62	127	
2	53	105	
1	67	115	
1	94	100	
1	91	125	
2	118	112	
0	149	111	
0	177	136	
0	201	108	
0	222	151	
5	225	161	
0	282	176	
0	332	191	
1	334	210	
1	379	192	
2	379	232	
6	398	213	
11	364	195	
12	385	211	
24	339	153	
27	383	142	
42	361	151	
60	364	115	
77	348	92	
80	347	92	
83	324	61	
87	287	94	
89	297	72	
112	296	94	
139	258	65	
152	248	73	
142	264	60	
204	228	56	
228	195	41	
282	200	49	
326	160	27	
373	159	18	
422	144	22	
451	150	20	
445	127	12	
452	101	14	
395	151	10	
375	125	8	
302	152	5	
290	178	4	
274	204	8	
341	238	10	
319	288	4	
349	289	3	
312	300	5	
344	258	1	
317	222	2	
255	203	5	
235	161	6	
258	136	3	
210	134	5	
175	110	4	
176	95	7	
155	83	3	
141	79	8	
116	74	0	
121	59	3	
134	32	4	
126	37	8	
131	36	7	
166	28	4	
187	37	8	
220	38	5	
257	23	8	
286	24	2	
338	21	10	
328	11	8	
350	10	5	
314	11	5	
301	8	5	
246	14	7	
181	9	4	
124	11	5	
103	9	4	
74	9	4	
49	11	1	
54	5	1	
61	6	6	
51	7	4	
30	7	2	
27	8	1	
24	7	3	
12	4	1	
6	8	1	
9	6	1	
8	8	1	
10	6	2	
6	3	3	
5	4	0	
5	7	0	
3	0	1	
2	1	2	
5	1	1	
2	3	3	
1	2	1	
3	2	1	
0	1	1	
1	1	0	
4	0	0	
1	2	1	
1	2	3	
1	1	1	
1	0	0	
1	1	0	
2	2	1	
0	1	1	
1	2	0	
0	0	1	
6	3	1	
3	0	0	
3	1	0	
1	0	1	
3	1	0	
2	3	2	
0	1	0	
4	0	1	
1	2	0	
6	2	3	
4	0	0	
2	3	2	
4	3	1	
4	1	2	
6	2	5	
5	2	0	
4	5	2	
2	4	4	
6	3	5	
12	1	7	
4	6	1	
2	6	3	
2	4	6	
0	5	5	
0	2	4	
0	5	2	
0	7	8	
0	4	5	
0	8	4	
0	4	7	
0	1	3	
0	1	1	
0	0	1	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
