**********************************
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	0	
0	0	1	
0	0	2	
0	0	9	
0	0	23	
0	0	32	
0	0	84	
0	0	162	
0	0	270	
0	0	407	
0	0	553	
0	0	642	
0	0	697	
0	0	667	
0	0	502	
0	0	445	
0	0	355	
0	0	322	
0	0	311	
0	0	287	
0	0	296	
0	0	346	
0	0	383	
0	0	397	
0	0	412	
0	0	364	
1	0	346	
0	0	306	
0	1	254	
0	4	166	
0	8	146	
0	21	142	
1	37	111	
0	66	89	
1	101	60	
0	183	46	
1	304	37	
0	517	22	
0	692	27	
0	765	22	
0	762	13	
0	588	15	
1	424	7	
1	315	10	
3	260	6	
16	222	7	
22	230	8	
27	275	4	
20	297	11	
31	404	3	
45	450	4	
50	492	6	
83	386	2	
119	426	4	
152	374	4	
235	364	4	
366	302	2	
490	230	4	
600	141	6	
658	101	4	
636	40	3	
583	29	4	
438	18	8	
359	7	5	
289	5	9	
285	9	13	
307	2	9	
313	3	4	
341	5	7	
355	4	6	
377	4	9	
366	5	7	
341	8	3	
308	10	6	
323	7	8	
316	12	6	
321	15	2	
262	14	9	
226	6	8	
152	5	2	
92	11	3	
63	11	8	
41	17	10	
35	15	5	
28	13	4	
47	10	5	
36	22	4	
54	22	4	
59	14	7	
47	17	8	
28	19	3	
16	21	5	
11	25	5	
14	38	8	
9	60	10	
15	63	22	
19	45	23	
16	35	34	
27	27	21	
19	23	22	
22	40	19	
11	20	13	
9	17	21	
3	8	17	
5	8	15	
6	5	28	
5	5	36	
2	7	40	
5	4	36	
3	2	32	
4	7	34	
6	3	32	
4	2	15	
2	3	8	
5	0	3	
3	2	5	
0	1	7	
2	2	3	
4	1	4	
2	1	3	
2	1	4	
1	1	4	
2	2	3	
2	1	0	
1	2	2	
0	3	2	
2	0	2	
0	1	3	
0	0	1	
0	2	1	
0	1	1	
1	2	1	
2	0	3	
0	0	0	
1	0	1	
0	1	0	
0	0	3	
2	0	0	
1	0	3	
1	3	0	
0	1	1	
2	0	1	
1	0	2	
2	0	2	
2	1	0	
1	0	2	
3	1	1	
1	0	1	
4	0	0	
1	1	0	
2	1	1	
1	1	0	
0	1	1	
0	5	1	
1	5	1	
1	5	0	
0	3	1	
0	0	1	
2	2	0	
1	0	3	
0	0	1	
1	1	0	
0	0	1	
1	2	1	
0	1	1	
1	0	2	
0	0	5	
2	0	2	
0	0	2	
1	3	4	
0	0	5	
0	0	4	
0	2	8	
2	0	3	
1	1	3	
0	0	3	
1	2	0	
0	0	1	
3	1	0	
0	0	1	
1	0	0	
0	0	0	
0	0	0	
0	1	0	
1	0	0	
0	0	1	
0	0	1	
1	1	1	
1	1	0	
0	0	1	
0	0	0	
0	1	0	
1	1	2	
0	2	1	
2	0	10	
1	8	22	
2	3	26	
6	0	37	
2	4	42	
2	0	12	
2	3	0	
1	1	1	
2	1	0	
1	3	0	
2	1	0	
2	2	0	
1	1	1	
0	4	0	
1	7	0	
1	38	1	
0	71	0	
8	24	0	
20	2	1	
70	3	0	
39	0	0	
11	0	1	
2	0	1	
